000004.848|       0.0000kb|      0.0000kb added|  ERROR| RadsOpenFile: RADS cannot open file "DATA/Spells/TurretBackdoorBonus.lua" because it's not in the manifest.
000004.848|       0.0000kb|      0.0000kb added|  ERROR| RadsOpenFile: RADS cannot open file "DATA/Spells/TurretBackdoorBonus.lua" because it's not in the manifest.
000004.848|       0.0000kb|      0.0000kb added|  ERROR| RadsOpenFile: RADS cannot open file "DATA/Spells/TurretDamageMarker.lua" because it's not in the manifest.
000004.849|       0.0000kb|      0.0000kb added|  ERROR| RadsOpenFile: RADS cannot open file "DATA/Spells/TurretDamageMarker.lua" because it's not in the manifest.
000004.849|       0.0000kb|      0.0000kb added|  ERROR| RadsOpenFile: RADS cannot open file "DATA/Spells/outerTurretBonus.lua" because it's not in the manifest.
000004.849|       0.0000kb|      0.0000kb added|  ERROR| Can not open file <TurretInitialArmor.dds> *********
000004.849|       0.0000kb|      0.0000kb added|  ERROR| Failed to load TurretInitialArmor.dds
000004.849|       0.0000kb|      0.0000kb added|   WARN| r3dTexture EX: TurretInitialArmor.dds - not found. Dummy texture created.
000004.849|       0.0000kb|      0.0000kb added|  ERROR| RadsOpenFile: RADS cannot open file "DATA/Spells/outerTurretBonus.lua" because it's not in the manifest.
000004.849|       0.0000kb|      0.0000kb added|  ERROR| RadsOpenFile: RADS cannot open file "DATA/Spells/TurretBonusHealth.lua" because it's not in the manifest.
000004.849|       0.0000kb|      0.0000kb added|  ERROR| RadsOpenFile: RADS cannot open file "DATA/Spells/TurretBonusHealth.lua" because it's not in the manifest.
000004.850|       0.0000kb|      0.0000kb added|  ERROR| Can not open file <TurretFortification.dds> *********
000004.850|       0.0000kb|      0.0000kb added|  ERROR| Failed to load TurretFortification.dds
000004.850|       0.0000kb|      0.0000kb added|   WARN| r3dTexture EX: TurretFortification.dds - not found. Dummy texture created.
000004.851|       0.0000kb|      0.0000kb added|  ERROR| AudioManager::LoadSoundEvent: Failed to preload event Play_sfx_Env_map11_OrderTurretChampionBasicAttack_cast. Error description: Memory error.
000004.853|       0.0000kb|      0.0000kb added|  ERROR| AudioManager::LoadSoundEvent: Failed to preload event Play_sfx_Env_map11_OrderTurretMinionBasicAttack_cast. Error description: Memory error.
000004.855|       0.0000kb|      0.0000kb added|  ERROR| RadsOpenFile: RADS cannot open file "DATA/Shared/Spells/Root.lua" because it's not in the manifest.
000004.855|       0.0000kb|      0.0000kb added|  ERROR| RadsOpenFile: RADS cannot open file "DATA/Shared/Spells/Root.lua" because it's not in the manifest.
000004.862|       0.0000kb|      0.0000kb added|  ERROR| AudioManager::LoadSoundEvent: Failed to preload event Play_sfx_Env_map11_ChaosTurretMinionBasicAttack_hit. Error description: Memory error.
000004.865|       0.0000kb|      0.0000kb added|  ERROR| AudioManager::LoadSoundEvent: Failed to preload event Play_sfx_Env_map11_ChaosTurretChampionBasicAttack_hit. Error description: Memory error.
000004.867|       0.0000kb|      0.0000kb added|  ERROR| AudioManager::LoadSoundEvent: Failed to preload event Play_sfx_Env_map11_ChaosTurretMinionBasicAttack_missilelaunch. Error description: Memory error.
000004.869|       0.0000kb|      0.0000kb added|  ERROR| AudioManager::LoadSoundEvent: Failed to preload event Play_sfx_Env_map11_ChaosTurretChampionBasicAttack_missilelaunch. Error description: Memory error.
000004.946|       0.0000kb|      0.0000kb added|  ERROR| AudioManager::LoadSoundEvent: Failed to preload event Play_sfx_ENV_ChaosTurret_break01. Error description: Memory error.
000004.952|       0.0000kb|      0.0000kb added|  ERROR| AudioManager::LoadSoundEvent: Failed to preload event Play_sfx_ENV_ChaosTurret_break02. Error description: Memory error.
000004.964|       0.0000kb|      0.0000kb added|  ERROR| AudioManager::LoadSoundEvent: Failed to preload event Play_sfx_ENV_ChaosTurret_break03. Error description: Memory error.
000004.966|       0.0000kb|      0.0000kb added|  ERROR| Failed to load mesh file name<sru_pallybase_laserturret_runebinding.scb>.
000004.972|       0.0000kb|      0.0000kb added|  ERROR| AudioManager::LoadSoundEvent: Failed to preload event Play_sfx_Env_ChaosTurretActivation_cast. Error description: Memory error.
